Time,Day,Month,Year,Humidity,Dew point,Temperature,Rain,Cloud,Pressure,Wind,Gust,Dir,Weather
06:00,12,5,2020,84.0,26.0,29.0,0.0,24.0,1010.0,5.0,6.0,123.7,Partly cloudy
09:00,12,5,2020,56.0,23.0,34.0,0.0,14.0,1011.0,4.0,5.0,110.5,Partly cloudy
12:00,12,5,2020,39.0,20.0,39.0,0.0,21.0,1009.0,5.0,5.0,57.6,Partly cloudy
15:00,12,5,2020,37.0,20.0,39.0,0.0,18.0,1006.0,6.0,7.0,101.3,Partly cloudy
18:00,12,5,2020,55.0,22.0,37.0,0.0,13.0,1007.0,14.0,17.0,142.4,Partly cloudy
21:00,12,5,2020,79.0,26.0,34.0,0.5,53.0,1009.0,17.0,21.0,138.5,Partly cloudy
00:00,13,5,2020,75.0,25.0,29.0,0.7,77.0,1010.0,12.0,16.0,136.0,Patchy rain possible
03:00,13,5,2020,79.0,25.0,28.0,0.2,53.0,1009.0,10.0,13.0,129.7,Patchy rain possible
06:00,13,5,2020,79.0,25.0,29.0,0.0,43.0,1010.0,10.0,13.0,123.0,Partly cloudy
09:00,13,5,2020,63.0,24.0,32.0,0.0,23.0,1010.0,12.0,14.0,127.3,Partly cloudy
12:00,13,5,2020,44.0,22.0,36.0,0.0,26.0,1009.0,13.0,14.0,145.5,Partly cloudy
15:00,13,5,2020,53.0,24.0,36.0,0.0,23.0,1006.0,19.0,22.0,154.0,Partly cloudy
18:00,13,5,2020,63.0,24.0,32.0,0.0,12.0,1007.0,21.0,27.0,149.6,Partly cloudy
21:00,13,5,2020,79.0,26.0,30.0,0.0,24.0,1009.0,18.0,24.0,146.6,Partly cloudy
00:00,14,5,2020,79.0,26.0,29.0,0.0,28.0,1009.0,14.0,19.0,149.5,Partly cloudy
03:00,14,5,2020,84.0,26.0,29.0,0.7,65.0,1009.0,9.0,12.0,158.8,Partly cloudy
06:00,14,5,2020,84.0,26.0,30.0,1.1,82.0,1010.0,6.0,9.0,132.7,Patchy rain possible
09:00,14,5,2020,56.0,23.0,33.0,0.4,44.0,1010.0,9.0,11.0,110.4,Patchy rain possible
12:00,14,5,2020,44.0,22.0,37.0,0.0,39.0,1008.0,10.0,12.0,75.3,Partly cloudy
15:00,14,5,2020,50.0,23.0,37.0,0.0,31.0,1005.0,11.0,13.0,117.0,Partly cloudy
18:00,14,5,2020,59.0,23.0,35.0,0.0,18.0,1005.0,18.0,24.0,144.2,Partly cloudy
21:00,14,5,2020,75.0,25.0,31.0,0.0,22.0,1007.0,18.0,24.0,142.2,Partly cloudy
00:00,15,5,2020,79.0,26.0,29.0,0.7,64.0,1008.0,14.0,19.0,150.7,Cloudy
03:00,15,5,2020,84.0,26.0,29.0,1.9,67.0,1007.0,8.0,12.0,169.8,Light rain shower
06:00,15,5,2020,84.0,26.0,29.0,2.5,73.0,1008.0,7.0,10.0,171.9,Patchy rain possible
09:00,15,5,2020,67.0,25.0,33.0,0.9,43.0,1008.0,8.0,9.0,166.6,Moderate or heavy rain shower
12:00,15,5,2020,47.0,22.0,36.0,0.1,66.0,1006.0,7.0,8.0,147.6,Partly cloudy
15:00,15,5,2020,53.0,23.0,37.0,0.0,59.0,1004.0,7.0,8.0,132.2,Patchy rain possible
18:00,15,5,2020,66.0,24.0,36.0,0.0,26.0,1004.0,14.0,17.0,143.4,Partly cloudy
21:00,15,5,2020,79.0,26.0,34.0,0.1,57.0,1006.0,15.0,19.0,159.9,Partly cloudy
00:00,16,5,2020,79.0,26.0,30.0,2.3,78.0,1006.0,13.0,21.0,186.4,Patchy rain possible
03:00,16,5,2020,79.0,26.0,29.0,1.7,82.0,1006.0,9.0,14.0,198.6,Moderate or heavy rain shower
06:00,16,5,2020,100.0,26.0,29.0,0.9,85.0,1007.0,6.0,9.0,185.0,Light rain shower
09:00,16,5,2020,75.0,26.0,33.0,0.4,83.0,1008.0,6.0,8.0,159.6,Light rain shower
12:00,16,5,2020,53.0,24.0,36.0,0.0,74.0,1006.0,8.0,9.0,140.1,Patchy rain possible
15:00,16,5,2020,47.0,23.0,36.0,0.0,60.0,1004.0,13.0,15.0,140.2,Cloudy
18:00,16,5,2020,84.0,26.0,32.0,0.0,36.0,1004.0,17.0,22.0,149.1,Partly cloudy
21:00,16,5,2020,79.0,26.0,30.0,0.3,60.0,1006.0,15.0,19.0,167.3,Partly cloudy
00:00,17,5,2020,79.0,26.0,29.0,1.6,74.0,1006.0,14.0,20.0,184.0,Light rain shower
03:00,17,5,2020,79.0,25.0,28.0,4.6,74.0,1006.0,12.0,21.0,197.9,Light rain shower
06:00,17,5,2020,84.0,26.0,29.0,7.8,80.0,1007.0,11.0,22.0,202.5,Moderate or heavy rain shower
09:00,17,5,2020,63.0,24.0,30.0,4.0,84.0,1008.0,12.0,17.0,162.6,Torrential rain shower
12:00,17,5,2020,50.0,23.0,31.0,1.9,82.0,1006.0,14.0,17.0,140.3,Patchy light rain
15:00,17,5,2020,53.0,23.0,30.0,2.1,79.0,1005.0,11.0,15.0,119.8,Patchy rain possible
18:00,17,5,2020,70.0,24.0,29.0,3.5,72.0,1005.0,10.0,18.0,150.7,Light rain shower
21:00,17,5,2020,66.0,24.0,28.0,4.7,71.0,1007.0,12.0,23.0,202.3,Moderate or heavy rain shower
00:00,18,5,2020,84.0,26.0,30.0,0.0,15.0,1007.0,9.0,13.0,195.4,Partly cloudy
03:00,18,5,2020,84.0,26.0,29.0,0.2,63.0,1006.0,7.0,9.0,223.3,Partly cloudy
06:00,18,5,2020,89.0,26.0,30.0,0.3,79.0,1006.0,5.0,6.0,200.0,Patchy rain possible
09:00,18,5,2020,67.0,26.0,34.0,0.1,33.0,1007.0,5.0,6.0,197.9,Patchy rain possible
12:00,18,5,2020,44.0,22.0,37.0,0.0,27.0,1006.0,6.0,8.0,208.2,Partly cloudy
15:00,18,5,2020,39.0,21.0,37.0,0.1,70.0,1004.0,10.0,12.0,187.2,Partly cloudy
18:00,18,5,2020,71.0,26.0,34.0,0.1,59.0,1005.0,19.0,23.0,166.8,Patchy rain possible
21:00,18,5,2020,75.0,26.0,31.0,0.3,62.0,1007.0,17.0,22.0,173.4,Partly cloudy
00:00,19,5,2020,79.0,26.0,29.0,0.1,42.0,1007.0,13.0,17.0,189.4,Light rain shower
03:00,19,5,2020,84.0,26.0,29.0,2.6,59.0,1006.0,10.0,17.0,203.8,Partly cloudy
06:00,19,5,2020,84.0,26.0,28.0,5.4,77.0,1007.0,4.0,8.0,205.0,Moderate or heavy rain shower
09:00,19,5,2020,63.0,25.0,32.0,2.1,34.0,1008.0,6.0,8.0,204.5,Moderate or heavy rain shower
12:00,19,5,2020,50.0,23.0,35.0,0.1,42.0,1007.0,12.0,14.0,187.7,Partly cloudy
15:00,19,5,2020,39.0,21.0,35.0,0.3,71.0,1004.0,10.0,12.0,174.0,Light rain shower
18:00,19,5,2020,84.0,25.0,32.0,1.9,81.0,1004.0,12.0,17.0,160.3,Patchy rain possible
21:00,19,5,2020,84.0,24.0,30.0,0.9,47.0,1006.0,13.0,18.0,157.8,Moderate or heavy rain shower
00:00,20,5,2020,94.0,26.0,29.0,0.0,27.0,1007.0,11.0,15.0,183.6,Partly cloudy
03:00,20,5,2020,84.0,25.0,29.0,0.0,32.0,1006.0,8.0,10.0,187.9,Partly cloudy
06:00,20,5,2020,89.0,26.0,30.0,0.1,69.0,1007.0,5.0,7.0,183.2,Partly cloudy
09:00,20,5,2020,75.0,27.0,33.0,0.9,83.0,1008.0,8.0,11.0,218.4,Patchy rain possible
12:00,20,5,2020,84.0,27.0,34.0,1.3,74.0,1007.0,12.0,16.0,206.3,Patchy rain possible
15:00,20,5,2020,84.0,26.0,35.0,0.4,67.0,1005.0,10.0,13.0,193.5,Light rain shower
18:00,20,5,2020,89.0,26.0,32.0,0.1,57.0,1005.0,14.0,19.0,168.3,Cloudy
21:00,20,5,2020,89.0,26.0,30.0,0.2,72.0,1007.0,14.0,20.0,164.9,Patchy rain possible
00:00,21,5,2020,89.0,26.0,29.0,0.4,84.0,1008.0,12.0,17.0,194.0,Patchy rain possible
03:00,21,5,2020,94.0,26.0,29.0,0.3,77.0,1007.0,9.0,14.0,208.9,Light rain shower
06:00,21,5,2020,94.0,26.0,30.0,0.1,73.0,1008.0,8.0,10.0,220.2,Patchy rain possible
09:00,21,5,2020,75.0,26.0,33.0,0.0,35.0,1008.0,10.0,12.0,240.4,Patchy rain possible
12:00,21,5,2020,53.0,24.0,36.0,0.0,43.0,1007.0,11.0,13.0,258.2,Partly cloudy
15:00,21,5,2020,50.0,24.0,35.0,0.3,62.0,1005.0,11.0,13.0,225.6,Partly cloudy
18:00,21,5,2020,67.0,25.0,32.0,0.9,77.0,1006.0,10.0,14.0,182.2,Light rain shower
21:00,21,5,2020,75.0,26.0,30.0,0.8,78.0,1008.0,12.0,17.0,194.0,Light rain shower
00:00,22,5,2020,84.0,26.0,29.0,0.0,25.0,1008.0,13.0,18.0,189.9,Partly cloudy
03:00,22,5,2020,84.0,26.0,29.0,0.1,68.0,1007.0,9.0,12.0,206.7,Partly cloudy
06:00,22,5,2020,89.0,27.0,30.0,0.0,34.0,1008.0,7.0,8.0,210.1,Patchy rain possible
09:00,22,5,2020,75.0,27.0,33.0,0.0,7.0,1008.0,10.0,11.0,221.7,Partly cloudy
12:00,22,5,2020,53.0,24.0,36.0,0.0,37.0,1007.0,11.0,13.0,227.5,Partly cloudy
15:00,22,5,2020,84.0,25.0,36.0,0.0,64.0,1005.0,14.0,16.0,196.4,Partly cloudy
18:00,22,5,2020,75.0,25.0,33.0,0.0,35.0,1005.0,16.0,21.0,174.6,Thundery outbreaks possible
21:00,22,5,2020,79.0,26.0,31.0,0.0,30.0,1008.0,14.0,20.0,184.4,Partly cloudy
00:00,23,5,2020,84.0,27.0,30.0,0.1,58.0,1008.0,14.0,20.0,198.9,Patchy light rain with thunder
03:00,23,5,2020,89.0,27.0,29.0,0.0,39.0,1007.0,10.0,15.0,208.7,Partly cloudy
06:00,23,5,2020,89.0,27.0,30.0,0.0,28.0,1008.0,10.0,12.0,222.2,Partly cloudy
09:00,23,5,2020,89.0,27.0,33.0,0.0,41.0,1009.0,10.0,12.0,227.5,Partly cloudy
12:00,23,5,2020,84.0,27.0,35.0,1.5,59.0,1008.0,11.0,16.0,217.4,Partly cloudy
15:00,23,5,2020,66.0,24.0,34.0,3.4,80.0,1006.0,9.0,15.0,191.3,Light rain shower
18:00,23,5,2020,75.0,25.0,32.0,11.1,79.0,1007.0,13.0,26.0,178.3,Moderate or heavy rain shower
21:00,23,5,2020,79.0,24.0,29.0,11.3,78.0,1010.0,14.0,27.0,195.5,Torrential rain shower
00:00,24,5,2020,89.0,25.0,29.0,0.3,63.0,1010.0,5.0,8.0,240.8,Patchy rain possible
03:00,24,5,2020,94.0,26.0,29.0,0.1,77.0,1009.0,3.0,4.0,258.2,Partly cloudy
06:00,24,5,2020,94.0,26.0,29.0,0.0,50.0,1010.0,4.0,5.0,207.0,Patchy rain possible
09:00,24,5,2020,75.0,25.0,29.0,0.0,42.0,1011.0,7.0,9.0,200.9,Partly cloudy
12:00,24,5,2020,50.0,23.0,33.0,0.0,48.0,1010.0,10.0,13.0,217.3,Partly cloudy
15:00,24,5,2020,53.0,23.0,34.0,0.0,35.0,1008.0,12.0,14.0,223.4,Partly cloudy
18:00,24,5,2020,70.0,25.0,32.0,0.1,63.0,1009.0,10.0,13.0,191.6,Partly cloudy
21:00,24,5,2020,89.0,26.0,30.0,0.3,73.0,1011.0,11.0,15.0,190.1,Patchy rain possible
00:00,25,5,2020,89.0,26.0,29.0,0.3,54.0,1011.0,8.0,11.0,195.8,Light rain shower
03:00,25,5,2020,94.0,26.0,29.0,0.0,50.0,1010.0,8.0,11.0,188.8,Partly cloudy
06:00,25,5,2020,94.0,26.0,29.0,0.0,37.0,1011.0,8.0,10.0,186.2,Partly cloudy
09:00,25,5,2020,94.0,26.0,31.0,0.0,32.0,1012.0,10.0,12.0,202.4,Partly cloudy
12:00,25,5,2020,75.0,26.0,33.0,1.9,61.0,1011.0,13.0,19.0,212.2,Partly cloudy
15:00,25,5,2020,50.0,23.0,32.0,4.6,68.0,1009.0,12.0,22.0,212.0,Moderate or heavy rain shower
18:00,25,5,2020,94.0,25.0,30.0,5.5,65.0,1010.0,10.0,19.0,265.0,Moderate or heavy rain shower
21:00,25,5,2020,94.0,26.0,29.0,2.0,69.0,1012.0,4.0,7.0,139.8,Moderate or heavy rain shower
00:00,26,5,2020,94.0,26.0,29.0,0.1,42.0,1012.0,10.0,15.0,205.5,Patchy rain possible
03:00,26,5,2020,100.0,26.0,28.0,0.0,21.0,1010.0,7.0,10.0,219.7,Partly cloudy
06:00,26,5,2020,94.0,26.0,29.0,0.0,21.0,1011.0,5.0,6.0,201.9,Partly cloudy
09:00,26,5,2020,79.0,27.0,32.0,0.0,36.0,1012.0,8.0,9.0,219.2,Partly cloudy
12:00,26,5,2020,47.0,22.0,35.0,0.0,43.0,1010.0,9.0,10.0,243.1,Partly cloudy
15:00,26,5,2020,50.0,24.0,36.0,0.0,44.0,1008.0,9.0,10.0,252.5,Partly cloudy
18:00,26,5,2020,67.0,26.0,33.0,0.0,35.0,1008.0,12.0,15.0,197.0,Partly cloudy
21:00,26,5,2020,66.0,24.0,30.0,0.2,61.0,1011.0,14.0,19.0,187.4,Partly cloudy
00:00,27,5,2020,84.0,26.0,30.0,0.0,30.0,1011.0,12.0,17.0,216.1,Partly cloudy
03:00,27,5,2020,89.0,26.0,29.0,0.0,18.0,1010.0,10.0,14.0,230.6,Partly cloudy
06:00,27,5,2020,89.0,26.0,29.0,0.0,12.0,1011.0,9.0,10.0,226.8,Partly cloudy
09:00,27,5,2020,63.0,24.0,33.0,0.0,19.0,1011.0,9.0,10.0,238.6,Partly cloudy
12:00,27,5,2020,56.0,24.0,36.0,0.0,74.0,1010.0,10.0,12.0,246.8,Partly cloudy
15:00,27,5,2020,44.0,21.0,35.0,0.1,92.0,1007.0,10.0,12.0,241.2,Overcast
18:00,27,5,2020,94.0,26.0,33.0,0.6,87.0,1008.0,8.0,10.0,205.3,Thundery outbreaks possible
21:00,27,5,2020,89.0,26.0,31.0,0.4,82.0,1010.0,10.0,15.0,183.9,Patchy rain possible
00:00,28,5,2020,89.0,26.0,30.0,0.1,81.0,1010.0,12.0,15.0,219.8,Patchy rain possible
03:00,28,5,2020,89.0,26.0,29.0,0.0,40.0,1009.0,8.0,11.0,223.9,Patchy rain possible
09:00,28,5,2020,75.0,26.0,32.0,0.0,27.0,1010.0,10.0,12.0,219.4,Partly cloudy
12:00,28,5,2020,63.0,26.0,35.0,0.0,55.0,1009.0,9.0,11.0,225.8,Partly cloudy
15:00,28,5,2020,79.0,24.0,35.0,0.2,60.0,1007.0,10.0,12.0,195.9,Cloudy
18:00,28,5,2020,79.0,25.0,32.0,0.1,38.0,1008.0,14.0,19.0,174.8,Light rain shower
21:00,28,5,2020,89.0,26.0,30.0,1.1,66.0,1010.0,12.0,18.0,190.7,Partly cloudy
00:00,29,5,2020,94.0,27.0,28.0,8.6,84.0,1011.0,14.0,23.0,216.7,Moderate rain at times
03:00,29,5,2020,100.0,27.0,28.0,3.1,43.0,1010.0,9.0,14.0,218.6,Heavy rain at times
06:00,29,5,2020,94.0,27.0,29.0,0.0,27.0,1011.0,5.0,6.0,164.8,Partly cloudy
09:00,29,5,2020,79.0,27.0,32.0,0.0,38.0,1011.0,9.0,10.0,168.2,Partly cloudy
12:00,29,5,2020,56.0,23.0,34.0,0.0,71.0,1010.0,13.0,15.0,181.1,Partly cloudy
15:00,29,5,2020,56.0,24.0,33.0,1.1,85.0,1008.0,15.0,21.0,171.4,Cloudy
18:00,29,5,2020,84.0,25.0,31.0,1.7,84.0,1009.0,14.0,21.0,159.3,Patchy light rain with thunder
21:00,29,5,2020,94.0,26.0,30.0,0.8,85.0,1011.0,12.0,17.0,171.5,Patchy rain possible
00:00,30,5,2020,94.0,26.0,29.0,0.2,60.0,1011.0,9.0,13.0,176.9,Patchy rain possible
03:00,30,5,2020,100.0,26.0,28.0,0.4,65.0,1011.0,6.0,10.0,180.5,Light rain shower
06:00,30,5,2020,94.0,26.0,29.0,0.5,61.0,1012.0,6.0,8.0,164.4,Patchy rain possible
09:00,30,5,2020,67.0,25.0,32.0,0.2,41.0,1012.0,9.0,11.0,167.5,Light rain shower
12:00,30,5,2020,63.0,25.0,34.0,0.5,71.0,1011.0,11.0,13.0,176.7,Partly cloudy
15:00,30,5,2020,94.0,24.0,34.0,1.0,70.0,1009.0,10.0,13.0,199.3,Light rain shower
18:00,30,5,2020,94.0,26.0,33.0,1.1,78.0,1010.0,9.0,12.0,188.1,Light rain shower
21:00,30,5,2020,100.0,26.0,31.0,0.5,84.0,1011.0,9.0,12.0,166.6,Patchy rain possible
00:00,31,5,2020,100.0,26.0,30.0,0.1,34.0,1012.0,8.0,11.0,156.1,Patchy rain possible
03:00,31,5,2020,94.0,25.0,29.0,0.0,22.0,1011.0,6.0,8.0,169.6,Partly cloudy
06:00,31,5,2020,100.0,26.0,29.0,0.1,63.0,1012.0,5.0,6.0,161.5,Partly cloudy
09:00,31,5,2020,71.0,26.0,33.0,0.0,58.0,1013.0,5.0,5.0,147.2,Patchy rain possible
12:00,31,5,2020,59.0,24.0,35.0,0.0,47.0,1011.0,6.0,8.0,160.6,Partly cloudy
15:00,31,5,2020,67.0,25.0,35.0,0.0,49.0,1009.0,10.0,12.0,170.8,Partly cloudy
18:00,31,5,2020,70.0,25.0,32.0,0.0,29.0,1009.0,13.0,17.0,162.4,Thundery outbreaks possible
21:00,31,5,2020,79.0,26.0,30.0,0.1,64.0,1011.0,12.0,16.0,169.2,Partly cloudy
00:00,1,6,2020,94.0,27.0,29.0,3.8,77.0,1011.0,9.0,14.0,171.5,Patchy light rain with thunder
03:00,1,6,2020,89.0,25.0,29.0,1.8,73.0,1010.0,7.0,11.0,196.1,Moderate or heavy rain shower
06:00,1,6,2020,94.0,26.0,29.0,0.2,75.0,1011.0,5.0,6.0,190.8,Patchy rain possible
09:00,1,6,2020,75.0,26.0,32.0,0.1,58.0,1011.0,5.0,6.0,201.7,Patchy rain possible
12:00,1,6,2020,56.0,25.0,35.0,0.1,74.0,1010.0,7.0,8.0,238.4,Partly cloudy
15:00,1,6,2020,59.0,23.0,34.0,1.9,75.0,1008.0,10.0,14.0,278.2,Patchy rain possible
18:00,1,6,2020,62.0,23.0,32.0,12.1,82.0,1009.0,8.0,14.0,164.3,Moderate or heavy rain shower
21:00,1,6,2020,94.0,23.0,29.0,7.1,85.0,1011.0,7.0,12.0,113.2,Torrential rain shower
00:00,2,6,2020,94.0,24.0,28.0,17.0,61.0,1011.0,9.0,19.0,277.0,Moderate or heavy rain shower
03:00,2,6,2020,94.0,24.0,26.0,16.4,67.0,1010.0,7.0,13.0,246.5,Torrential rain shower
06:00,2,6,2020,100.0,25.0,27.0,13.2,73.0,1010.0,3.0,4.0,151.6,Heavy rain at times
09:00,2,6,2020,66.0,23.0,30.0,4.4,51.0,1010.0,3.0,4.0,141.9,Heavy rain at times
12:00,2,6,2020,63.0,25.0,33.0,0.0,29.0,1009.0,6.0,7.0,193.5,Partly cloudy
15:00,2,6,2020,89.0,25.0,34.0,0.6,61.0,1007.0,9.0,11.0,218.3,Partly cloudy
18:00,2,6,2020,84.0,24.0,31.0,2.9,77.0,1007.0,12.0,19.0,178.4,Patchy rain possible
21:00,2,6,2020,89.0,25.0,29.0,2.8,73.0,1010.0,12.0,19.0,173.1,Moderate or heavy rain shower
00:00,3,6,2020,94.0,26.0,29.0,0.1,42.0,1010.0,7.0,10.0,217.7,Patchy rain possible
03:00,3,6,2020,100.0,26.0,28.0,0.0,15.0,1009.0,7.0,9.0,229.4,Partly cloudy
06:00,3,6,2020,100.0,26.0,29.0,0.0,19.0,1010.0,5.0,6.0,231.1,Partly cloudy
09:00,3,6,2020,66.0,24.0,32.0,0.0,16.0,1010.0,7.0,8.0,237.0,Partly cloudy
12:00,3,6,2020,47.0,22.0,35.0,0.0,10.0,1008.0,7.0,8.0,245.0,Partly cloudy
18:00,3,6,2020,89.0,25.0,34.0,0.9,68.0,1006.0,11.0,16.0,194.0,Partly cloudy
21:00,3,6,2020,89.0,25.0,30.0,1.7,83.0,1009.0,14.0,21.0,193.2,Patchy rain possible
00:00,4,6,2020,100.0,26.0,28.0,0.0,40.0,1009.0,10.0,16.0,219.8,Patchy rain possible
03:00,4,6,2020,94.0,26.0,28.0,0.9,65.0,1008.0,9.0,14.0,212.2,Partly cloudy
06:00,4,6,2020,94.0,26.0,28.0,1.3,86.0,1009.0,10.0,15.0,188.0,Patchy rain possible
09:00,4,6,2020,75.0,26.0,30.0,0.4,42.0,1010.0,12.0,14.0,193.6,Light rain shower
12:00,4,6,2020,59.0,24.0,32.0,1.2,59.0,1008.0,12.0,16.0,173.8,Partly cloudy
15:00,4,6,2020,94.0,25.0,31.0,3.1,74.0,1006.0,14.0,23.0,158.6,Light rain shower
18:00,4,6,2020,94.0,25.0,29.0,1.2,66.0,1007.0,12.0,19.0,165.5,Moderate or heavy rain shower
21:00,4,6,2020,94.0,25.0,29.0,0.1,70.0,1009.0,9.0,14.0,185.5,Cloudy
00:00,5,6,2020,94.0,25.0,28.0,1.0,66.0,1009.0,12.0,18.0,201.2,Patchy rain possible
03:00,5,6,2020,100.0,25.0,28.0,0.3,38.0,1008.0,9.0,13.0,204.2,Light rain shower
06:00,5,6,2020,94.0,25.0,29.0,0.0,27.0,1009.0,7.0,9.0,202.4,Partly cloudy
09:00,5,6,2020,70.0,25.0,31.0,0.7,63.0,1009.0,9.0,12.0,232.2,Partly cloudy
12:00,5,6,2020,59.0,24.0,34.0,1.6,82.0,1008.0,11.0,15.0,252.3,Light rain shower
15:00,5,6,2020,84.0,25.0,32.0,4.4,74.0,1007.0,13.0,23.0,236.5,Light rain shower
18:00,5,6,2020,89.0,26.0,30.0,6.6,82.0,1007.0,11.0,22.0,226.8,Moderate or heavy rain shower
21:00,5,6,2020,79.0,24.0,29.0,2.4,40.0,1009.0,10.0,16.0,213.6,Moderate or heavy rain shower
00:00,6,6,2020,89.0,25.0,29.0,0.5,80.0,1008.0,10.0,14.0,201.0,Patchy rain possible
03:00,6,6,2020,89.0,25.0,28.0,0.2,37.0,1007.0,7.0,10.0,213.1,Patchy rain possible
06:00,6,6,2020,100.0,26.0,29.0,0.0,12.0,1008.0,7.0,8.0,221.1,Partly cloudy
09:00,6,6,2020,75.0,26.0,32.0,0.0,27.0,1009.0,12.0,13.0,228.9,Partly cloudy
12:00,6,6,2020,75.0,26.0,34.0,0.3,65.0,1008.0,14.0,17.0,235.7,Partly cloudy
15:00,6,6,2020,79.0,24.0,33.0,1.7,82.0,1006.0,16.0,23.0,228.4,Light rain shower
18:00,6,6,2020,84.0,26.0,31.0,3.6,75.0,1007.0,14.0,24.0,220.0,Patchy rain possible
21:00,6,6,2020,89.0,26.0,29.0,3.4,71.0,1009.0,13.0,22.0,214.9,Moderate or heavy rain shower
00:00,7,6,2020,94.0,26.0,28.0,0.0,20.0,1009.0,9.0,12.0,240.2,Partly cloudy
03:00,7,6,2020,94.0,26.0,28.0,0.0,19.0,1008.0,6.0,8.0,240.9,Partly cloudy
06:00,7,6,2020,94.0,26.0,29.0,0.0,14.0,1009.0,5.0,6.0,230.8,Partly cloudy
09:00,7,6,2020,70.0,25.0,31.0,0.0,18.0,1009.0,9.0,10.0,239.4,Partly cloudy
12:00,7,6,2020,56.0,23.0,34.0,0.0,35.0,1007.0,14.0,15.0,251.8,Partly cloudy
15:00,7,6,2020,47.0,22.0,34.0,0.1,49.0,1005.0,15.0,18.0,250.9,Partly cloudy
21:00,7,6,2020,74.0,24.0,29.0,0.2,33.0,1008.0,12.0,18.0,232.4,Patchy rain possible
00:00,8,6,2020,84.0,25.0,29.0,0.1,35.0,1008.0,10.0,13.0,216.7,Patchy rain possible
03:00,8,6,2020,94.0,26.0,28.0,0.0,11.0,1007.0,9.0,12.0,241.3,Partly cloudy
06:00,8,6,2020,94.0,26.0,29.0,0.0,13.0,1008.0,6.0,7.0,233.3,Partly cloudy
09:00,8,6,2020,75.0,26.0,32.0,0.0,17.0,1009.0,9.0,10.0,245.2,Partly cloudy
12:00,8,6,2020,56.0,24.0,35.0,0.0,29.0,1008.0,13.0,15.0,266.7,Partly cloudy
15:00,8,6,2020,53.0,23.0,35.0,0.0,66.0,1006.0,14.0,16.0,269.1,Partly cloudy
18:00,8,6,2020,56.0,23.0,33.0,0.1,84.0,1006.0,13.0,18.0,252.4,Cloudy
21:00,8,6,2020,79.0,27.0,31.0,0.1,84.0,1008.0,10.0,14.0,236.8,Patchy rain possible
00:00,9,6,2020,84.0,26.0,29.0,0.0,13.0,1008.0,8.0,11.0,227.5,Partly cloudy
03:00,9,6,2020,89.0,26.0,28.0,0.0,14.0,1007.0,8.0,11.0,228.1,Partly cloudy
06:00,9,6,2020,89.0,26.0,28.0,0.3,64.0,1008.0,10.0,13.0,244.6,Partly cloudy
09:00,9,6,2020,79.0,26.0,31.0,0.2,61.0,1009.0,11.0,13.0,266.1,Patchy rain possible
12:00,9,6,2020,63.0,24.0,35.0,0.3,50.0,1007.0,10.0,12.0,277.1,Partly cloudy
15:00,9,6,2020,56.0,23.0,35.0,0.5,54.0,1005.0,8.0,10.0,259.0,Light rain shower
18:00,9,6,2020,71.0,26.0,32.0,0.2,47.0,1005.0,8.0,12.0,200.3,Light rain shower
21:00,9,6,2020,84.0,25.0,30.0,0.2,69.0,1008.0,8.0,12.0,204.1,Partly cloudy
00:00,10,6,2020,84.0,25.0,29.0,1.2,72.0,1008.0,10.0,14.0,227.6,Patchy rain possible
03:00,10,6,2020,84.0,25.0,28.0,1.7,79.0,1008.0,8.0,12.0,223.0,Patchy rain possible
06:00,10,6,2020,89.0,26.0,28.0,0.7,64.0,1009.0,9.0,12.0,225.8,Light rain shower
09:00,10,6,2020,75.0,26.0,32.0,0.1,69.0,1009.0,9.0,11.0,240.3,Partly cloudy
12:00,10,6,2020,94.0,26.0,34.0,1.4,75.0,1008.0,10.0,15.0,236.9,Patchy rain possible
15:00,10,6,2020,94.0,25.0,33.0,3.0,76.0,1006.0,10.0,17.0,212.1,Light rain shower
21:00,10,6,2020,100.0,25.0,29.0,2.4,67.0,1009.0,8.0,14.0,211.1,Moderate or heavy rain shower
00:00,11,6,2020,94.0,25.0,28.0,1.4,78.0,1009.0,7.0,10.0,232.4,Light rain shower
03:00,11,6,2020,100.0,25.0,27.0,0.7,75.0,1008.0,7.0,10.0,250.0,Patchy rain possible
06:00,11,6,2020,94.0,25.0,28.0,0.1,60.0,1008.0,7.0,10.0,242.0,Light rain shower
09:00,11,6,2020,84.0,26.0,30.0,0.5,72.0,1009.0,12.0,15.0,245.3,Partly cloudy
12:00,11,6,2020,63.0,24.0,32.0,1.1,74.0,1008.0,14.0,19.0,247.2,Patchy rain possible
15:00,11,6,2020,59.0,23.0,32.0,2.4,60.0,1006.0,14.0,22.0,251.9,Patchy rain possible
18:00,11,6,2020,66.0,24.0,30.0,3.1,74.0,1006.0,11.0,18.0,248.5,Moderate or heavy rain shower
21:00,11,6,2020,89.0,26.0,29.0,1.1,42.0,1008.0,8.0,13.0,238.8,Moderate or heavy rain shower
00:00,12,6,2020,89.0,26.0,27.0,0.0,29.0,1007.0,6.0,8.0,292.1,Partly cloudy
03:00,12,6,2020,94.0,25.0,26.0,0.0,42.0,1006.0,5.0,7.0,318.2,Partly cloudy
06:00,12,6,2020,100.0,25.0,27.0,0.0,52.0,1007.0,5.0,6.0,322.2,Partly cloudy
09:00,12,6,2020,70.0,25.0,30.0,0.0,39.0,1008.0,10.0,12.0,302.0,Partly cloudy
